历年春晚,#genre#	
菜园小饼,http://epg.112114.xyz/douyu/7701735
仓鼠星,http://epg.112114.xyz/douyu/5427842
超级赛亚人,http://epg.112114.xyz/douyu/7190773
吃米滴虫,http://diyp.112114.xyz/douyu/315457
吃米滴虫,http://epg.112114.xyz/douyu/315457
吃米滴虫,http://maomao.kandiantv.cn/douyu1.php?id=315457
持盾的猫咪,http://epg.112114.xyz/douyu/10057561
大胡子魏,http://maomao.kandiantv.cn/douyu1.php?id=8792763
大星与海绵方块,http://epg.112114.xyz/douyu/3949681
大熊灬style,http://epg.112114.xyz/douyu/9960465
带你看大片,http://maomao.kandiantv.cn/douyu1.php?id=2758565
狄仁杰：想听听我的故事吗,http://epg.112114.xyz/douyu/674441
点歌台,http://epg.112114.xyz/douyu/3186217
电视电影,http://epg.112114.xyz/douyu/9844562
电影解说2,http://epg.112114.xyz/douyu/3194372
东齐君,http://epg.112114.xyz/douyu/7713588
动漫超燃怀旧经典,http://epg.112114.xyz/douyu/1174353
动漫二次元,http://epg.112114.xyz/douyu/9429545
动漫热血忍者路飞,http://epg.112114.xyz/douyu/206858
动漫推荐官方直播间,http://epg.112114.xyz/douyu/5187099
动漫王者峡谷生活,http://epg.112114.xyz/douyu/9360149
动漫直播,http://maomao.kandiantv.cn/douyu1.php?id=1487654
斗鱼4K,http://epg.112114.xyz/douyu/9249162
斗鱼电影1,http://epg.112114.xyz/douyu/8985415
斗鱼电影10,http://epg.112114.xyz/douyu/323876
斗鱼电影11,http://epg.112114.xyz/douyu/85894
斗鱼电影110,http://epg.112114.xyz/douyu/8415464
斗鱼电影114,http://epg.112114.xyz/douyu/562225
斗鱼电影115,http://epg.112114.xyz/douyu/223521
斗鱼电影116,http://epg.112114.xyz/douyu/8651489
斗鱼电影118,http://epg.112114.xyz/douyu/4631599
斗鱼电影12,http://epg.112114.xyz/douyu/122402
斗鱼电影12,http://epg.112114.xyz/douyu/2793084
斗鱼电影13,http://epg.112114.xyz/douyu/5067952
斗鱼电影13,http://epg.112114.xyz/douyu/9292492
斗鱼电影130,http://epg.112114.xyz/douyu/8014467
斗鱼电影14,http://epg.112114.xyz/douyu/2516864
斗鱼电影15,http://epg.112114.xyz/douyu/4332
斗鱼电影16,http://epg.112114.xyz/douyu/426517
斗鱼电影16,http://epg.112114.xyz/douyu/9651304
斗鱼电影168,http://epg.112114.xyz/douyu/6861249
斗鱼电影17,http://epg.112114.xyz/douyu/1274132
斗鱼电影17,http://epg.112114.xyz/douyu/8814650
斗鱼电影18,http://epg.112114.xyz/douyu/7314294
斗鱼电影18,http://epg.112114.xyz/douyu/8945323
斗鱼电影19,http://epg.112114.xyz/douyu/252802
斗鱼电影19,http://epg.112114.xyz/douyu/6582435
斗鱼电影2,http://epg.112114.xyz/douyu/9650887
斗鱼电影2,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影21,http://epg.112114.xyz/douyu/2935323
斗鱼电影22,http://epg.112114.xyz/douyu/7459925
斗鱼电影23,http://epg.112114.xyz/douyu/431460
斗鱼电影24,http://epg.112114.xyz/douyu/1979257
斗鱼电影25,http://epg.112114.xyz/douyu/8413092
斗鱼电影26,http://epg.112114.xyz/douyu/3870925
斗鱼电影27,http://epg.112114.xyz/douyu/4549169
斗鱼电影28,http://epg.112114.xyz/douyu/4290711
斗鱼电影29,http://epg.112114.xyz/douyu/6566671
斗鱼电影3,http://epg.112114.xyz/douyu/1226741
斗鱼电影3,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影30,http://epg.112114.xyz/douyu/8475821
斗鱼电影31,http://epg.112114.xyz/douyu/338759
斗鱼电影32,http://epg.112114.xyz/douyu/413573
斗鱼电影33,http://epg.112114.xyz/douyu/7476264
斗鱼电影34,http://epg.112114.xyz/douyu/7623292
斗鱼电影35,http://epg.112114.xyz/douyu/5033502
斗鱼电影36,http://epg.112114.xyz/douyu/6785471
斗鱼电影37,http://epg.112114.xyz/douyu/5522351
斗鱼电影38,http://epg.112114.xyz/douyu/5354713
斗鱼电影39,http://epg.112114.xyz/douyu/3485629
斗鱼电影4,http://epg.112114.xyz/douyu/36337
斗鱼电影4,http://epg.112114.xyz/douyu/4246519
斗鱼电影4,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
斗鱼电影40,http://epg.112114.xyz/douyu/8788687
斗鱼电影41,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-
斗鱼电影5,http://epg.112114.xyz/douyu/2436390
斗鱼电影5,http://epg.112114.xyz/douyu/7116591
斗鱼电影5,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影6,http://epg.112114.xyz/douyu/6776615
斗鱼电影6,http://epg.112114.xyz/douyu/96577
斗鱼电影7,http://epg.112114.xyz/douyu/7655471
斗鱼电影7,http://epg.112114.xyz/douyu/8770422
斗鱼电影8,http://epg.112114.xyz/douyu/6140589
斗鱼电影9,http://epg.112114.xyz/douyu/20415
斗鱼电影92,http://epg.112114.xyz/douyu/7537296
斗鱼电影HD17,http://epg.112114.xyz/douyu/3637726
斗鱼电影HD19,http://epg.112114.xyz/douyu/3637765rrt97
斗鱼电影HD2,http://epg.112114.xyz/douyu/10240553
斗鱼电影HD20,http://epg.112114.xyz/douyu/10395991
斗鱼电影HD21,http://epg.112114.xyz/douyu/10395986
斗鱼电影HD23,http://epg.112114.xyz/douyu/ 6079455
斗鱼电影HD24,http://epg.112114.xyz/douyu/315131
斗鱼电影HD27,http://epg.112114.xyz/douyu/248753
斗鱼电影HD32,http://epg.112114.xyz/douyu/10240510
斗鱼电影HD33,http://epg.112114.xyz/douyu/52787
斗鱼电影HD36,http://epg.112114.xyz/douyu/1735337
斗鱼电影HD38,http://epg.112114.xyz/douyu/6003761
斗鱼电影HD39,http://epg.112114.xyz/douyu/9683979
斗鱼电影HD41,http://epg.112114.xyz/douyu/59612
斗鱼电影HD42,http://epg.112114.xyz/douyu/925724
斗鱼电影HD8,http://epg.112114.xyz/douyu/8663752
斗鱼電影128,http://epg.112114.xyz/douyu/675072
斗鱼電影134,http://epg.112114.xyz/douyu/6725858
斗鱼電影153,http://epg.112114.xyz/douyu/8799435
斗鱼電影155,http://epg.112114.xyz/douyu/4258555
斗鱼電影165,http://epg.112114.xyz/douyu/8705754
斗鱼電影166,http://epg.112114.xyz/douyu/5581257
斗鱼電影23,http://epg.112114.xyz/douyu/7494871
斗鱼電影71,http://epg.112114.xyz/douyu/2987100
斗鱼電影77,http://epg.112114.xyz/douyu/2758565
斗鱼電影97,http://epg.112114.xyz/douyu/8867878
斗鱼动画,http://epg.112114.xyz/douyu/7528160
斗鱼搞笑HD1,http://epg.112114.xyz/douyu/9220456
斗鱼搞笑HD2,http://epg.112114.xyz/douyu/9770949
斗鱼搞笑HD3,http://epg.112114.xyz/douyu/9067836
斗鱼搞笑HD4,http://epg.112114.xyz/douyu/9817729
斗鱼搞笑HD5,http://epg.112114.xyz/douyu/8737695
斗鱼小品,http://epg.112114.xyz/douyu/3980787
豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
二锅头ii,http://epg.112114.xyz/douyu/8911752
高分影视,http://maomao.kandiantv.cn/douyu1.php?id=1735337
高帧影片,http://epg.112114.xyz/douyu/6763930
古装经典,http://dx-aliyuncdncnc.inter.iqiyi.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8?key=007540012225a9e4fb39d113ea61819d0&dis
鬼吹灯小说,http://epg.112114.xyz/douyu/7422897
鬼片恐怖惊悚,http://maomao.kandiantv.cn/douyu1.php?id=2935323
国产影片,http://epg.112114.xyz/douyu/5423
海绵与大星,http://maomao.kandiantv.cn/douyu1.php?id=2250349
海绵与大星直播间,http://epg.112114.xyz/douyu/2250349
海贼团的直播间,http://epg.112114.xyz/douyu/997925
胡八一,http://maomao.kandiantv.cn/douyu1.php?id=7701735
华语电影,http://epg.112114.xyz/douyu/3928
华语电影,http://epg.112114.xyz/douyu/9693738
华语电影,http://maomao.kandiantv.cn/douyu1.php?id=3928
华语动作电影,http://epg.112114.xyz/douyu/1504768
华语经典,http://epg.112114.xyz/douyu/434971
怀旧90,http://epg.112114.xyz/douyu/9275635
荒野建造者,http://maomao.kandiantv.cn/douyu1.php?id=9611578
回首往事仨房间画面,http://epg.112114.xyz/douyu/1569773
霍格影片,http://maomao.kandiantv.cn/douyu1.php?id=8814650
纪录片,http://maomao.kandiantv.cn/douyu1.php?id=4360438
简单緈畐,http://epg.112114.xyz/douyu/508540
江户川柯南,http://epg.112114.xyz/douyu/5377297
进击的来福,http://epg.112114.xyz/douyu/9960662
经典电影,http://epg.112114.xyz/douyu/9454126
经典动漫,http://epg.112114.xyz/douyu/9455567
经典港剧,http://epg.112114.xyz/douyu/954777
经典港剧,http://maomao.kandiantv.cn/douyu1.php?id=4549169
经典港片系列,http://epg.112114.xyz/douyu/6807978
经典剧场,http://diyp.112114.xyz/douyu/8543072
经典武侠剧轮播,http://epg.112114.xyz/douyu/9957951
惊悚影院,http://maomao.kandiantv.cn/douyu1.php?id=96577
救救小鸭吧,http://epg.112114.xyz/douyu/7925840
卡面来打,http://epg.112114.xyz/douyu/1218414
开心锤锤,http://maomao.kandiantv.cn/douyu1.php?id=9018297
开心锤锤，开心快乐每一天！,http://epg.112114.xyz/douyu/9018297
看美剧,http://maomao.kandiantv.cn/douyu1.php?id=8869614
看戏不寂寞,http://epg.112114.xyz/douyu/10001180
柯南,http://epg.112114.xyz/douyu/6484910
柯南2,http://epg.112114.xyz/douyu/1783144
科比、乔丹去,http://maomao.kandiantv.cn/douyu1.php?id=8434598
科幻动作,http://maomao.kandiantv.cn/douyu1.php?id=4332
科幻解说,http://epg.112114.xyz/douyu/3508304
科幻奇幻,http://epg.112114.xyz/douyu/9984624
科幻影视解说,http://maomao.kandiantv.cn/douyu1.php?id=3508304
可乐影院,http://maomao.kandiantv.cn/douyu1.php?id=20415
恐怖电影,http://diyp.112114.xyz/douyu/310926
恐怖故事,http://maomao.kandiantv.cn/douyu1.php?id=2337939
恐怖经典,http://diyp.112114.xyz/douyu/1165374
恐怖经典,http://epg.112114.xyz/douyu/1165374
恐怖经典,http://maomao.kandiantv.cn/douyu1.php?id=1165374
恐怖影厅,http://diyp.112114.xyz/douyu/3637726
快乐一天,http://maomao.kandiantv.cn/douyu1.php?id=9236042
老表影院,http://epg.112114.xyz/douyu/9838536
老爹:还有一件事,http://epg.112114.xyz/douyu/7134757
连续剧3,http://epg.112114.xyz/douyu/5689514
连续剧5,http://epg.112114.xyz/douyu/4396972
梁十一,http://epg.112114.xyz/douyu/7270927
林林影院,http://epg.112114.xyz/douyu/9652323
林正英电影1,http://epg.112114.xyz/douyu/218859
林正英电影2,http://epg.112114.xyz/douyu/7356023
林正英电影2,http://maomao.kandiantv.cn/douyu1.php?id=7356023
凛冬之地,http://maomao.kandiantv.cn/douyu1.php?id=8945323
刘德华电影1,http://maomao.kandiantv.cn/douyu1.php?id=2516864
鲁过一世的直播间,http://epg.112114.xyz/douyu/9716515
麓山迷踪,http://epg.112114.xyz/douyu/4505431
马大姐,http://epg.112114.xyz/douyu/5658951
蚂蚱影院,http://maomao.kandiantv.cn/douyu1.php?id=6079455
漫威DC电影,http://epg.112114.xyz/douyu/9803994
漫威电影,http://epg.112114.xyz/douyu/4282654
漫威影片,http://maomao.kandiantv.cn/douyu1.php?id=6140589
猫和老鼠,http://epg.112114.xyz/douyu/7888428
美味！蟹黄堡,http://epg.112114.xyz/douyu/8762358
米娅电影,http://epg.112114.xyz/douyu/6537888
名侦探柯南,http://epg.112114.xyz/douyu/1487654
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
奶瓶科幻片,http://epg.112114.xyz/douyu/6655271
妞仔Niu,http://epg.112114.xyz/douyu/8211997
诺诺陪看,http://epg.112114.xyz/douyu/252536
女神金电影,http://epg.112114.xyz/douyu/747764
女神影院,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
潘金莲武松,http://maomao.kandiantv.cn/douyu1.php?id=8986636
片荒的日子,http://maomao.kandiantv.cn/douyu1.php?id=4258555
平安夜快乐,http://maomao.kandiantv.cn/douyu1.php?id=6863367
苹果影院,http://maomao.kandiantv.cn/douyu1.php?id=2793084
蒲蚂蚱,http://epg.112114.xyz/douyu/6079455
浦饭幽游藏马飞影桑原,http://epg.112114.xyz/douyu/9938431
乔乔儿,http://epg.112114.xyz/douyu/2519292
全职猎人,http://epg.112114.xyz/douyu/6610883
热血动漫,http://maomao.kandiantv.cn/douyu1.php?id=206858
人观影集,http://epg.112114.xyz/douyu/8987492
人气港剧,http://diyp.112114.xyz/douyu/5261342
软糖开心,http://epg.112114.xyz/douyu/7842226
鯊籽,http://epg.112114.xyz/douyu/544263
邵氏影院,http://maomao.kandiantv.cn/douyu1.php?id=4246519
神剧剧场,http://epg.112114.xyz/douyu/3700024
神乐影院,http://maomao.kandiantv.cn/douyu1.php?id=85894
松开的手0.0,http://epg.112114.xyz/douyu/10210568
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?blog.ntnas.top
桃花影院,http://maomao.kandiantv.cn/douyu1.php?id=7305938
特辑影院,http://epg.112114.xyz/douyu/3637778
舔狗波比的幸福生活,http://epg.112114.xyz/douyu/7620081
铁头与橘子（每周更新一起看霸总）,http://epg.112114.xyz/douyu/9450942
童年回忆,http://maomao.kandiantv.cn/douyu1.php?id=8915074
外号凤雏,http://epg.112114.xyz/douyu/9344571
晚晚Vivi,http://epg.112114.xyz/douyu/8861179
王小可,http://epg.112114.xyz/douyu/8120709
网神影厅,http://epg.112114.xyz/douyu/508118
问天龙,http://epg.112114.xyz/douyu/1256794
午夜故事,http://maomao.kandiantv.cn/douyu1.php?id=8722254
喜剧电影,http://maomao.kandiantv.cn/douyu1.php?id=9292492
喜剧经典,http://maomao.kandiantv.cn/douyu1.php?id=9650887
禧剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
戏剧,http://epg.112114.xyz/douyu/9652323443
下饭神剧,http://maomao.kandiantv.cn/douyu1.php?id=276200
小叮当,http://epg.112114.xyz/douyu/9445279
小九电影,http://epg.112114.xyz/douyu/7136517
小剧场,http://epg.112114.xyz/douyu/851249
小梦静,http://epg.112114.xyz/douyu/2288676
小迷妹,http://epg.112114.xyz/douyu/9717093
小丸子,http://epg.112114.xyz/douyu/8986148
小小亭长,http://epg.112114.xyz/douyu/5802446
小阳聪,http://epg.112114.xyz/douyu/7673566
小宇影院,http://maomao.kandiantv.cn/douyu1.php?id=323876
肖胜350,http://epg.112114.xyz/douyu/7338853
笑出腹肌动漫0,http://epg.112114.xyz/douyu/8380708
新仔点播,http://epg.112114.xyz/douyu/10060815
星矢-燃烧吧我的小宇宙,http://epg.112114.xyz/douyu/8458270
刑侦破案,http://diyp.112114.xyz/douyu/8323493
悬疑犯罪,http://maomao.kandiantv.cn/douyu1.php?id=9171887
妍霏Ariel,http://epg.112114.xyz/douyu/9659797
燕双鹰狄仁杰,http://maomao.kandiantv.cn/douyu1.php?id=3439096
妖精的直播间,http://epg.112114.xyz/douyu/5960746
野外生存,http://maomao.kandiantv.cn/douyu1.php?id=1339207
一起看恐怖片,http://maomao.kandiantv.cn/douyu1.php?id=9412287
怡寳影院,http://maomao.kandiantv.cn/douyu1.php?id=434971
译制国语,http://maomao.kandiantv.cn/douyu1.php?id=2436390
英叔九叔,http://epg.112114.xyz/douyu/10066371
游戏解说,http://epg.112114.xyz/douyu/805235
宇哥电影,http://maomao.kandiantv.cn/douyu1.php?id=413573
遇见小An,http://epg.112114.xyz/douyu/10015321
粤语电影,http://maomao.kandiantv.cn/douyu1.php?id=6566671
粤语综艺,http://epg.112114.xyz/douyu/7919720
中二搞笑2,https://epg.112114.xyz/huya/11213191
中二日记搞笑日常更新,http://epg.112114.xyz/douyu/9505575
周星驰电影,http://epg.112114.xyz/douyu/3990812
最大的大好人,http://maomao.kandiantv.cn/douyu1.php?id=7528160
最好看的搞笑篮球动漫,http://epg.112114.xyz/douyu/9401305
最新视频,http://maomao.kandiantv.cn/douyu1.php?id=1557505

虎牙影视,#genre#	
爱情公寓[23],https://epg.112114.xyz/huya/11336726
百鸟朝凤[105],https://epg.112114.xyz/huya/15894162
镖行天下[230],https://epg.112114.xyz/huya/11352969
茶啊二中[216],https://epg.112114.xyz/huya/11213191
陈翔六点半[16],https://epg.112114.xyz/huya/11274154
成龙[20],https://epg.112114.xyz/huya/11342386
穿越千年之恋[225],https://epg.112114.xyz/huya/11342398
慈善超人合集[258],https://epg.112114.xyz/huya/10871113
大片[156],https://epg.112114.xyz/huya/21059585
大秦帝国[116],https://epg.112114.xyz/huya/11602074
大宅men[270],https://epg.112114.xyz/huya/11352936
大侦探皮卡丘[181],https://epg.112114.xyz/huya/17341907
地下交通站[21],https://epg.112114.xyz/huya/11342433
邓超[151],https://epg.112114.xyz/huya/11336592
电ju惊魂系列[196],https://epg.112114.xyz/huya/11352903
电影[24],https://epg.112114.xyz/huya/618917
电影笔记[162],https://epg.112114.xyz/huya/16920222
谍战神剧[262],https://epg.112114.xyz/huya/11342436
封神演义[80],https://epg.112114.xyz/huya/19524135
冯小刚合集[247],https://epg.112114.xyz/huya/11352906
父母爱情[71],https://epg.112114.xyz/huya/11602071
港产搞笑[94],https://epg.112114.xyz/huya/11601960
港剧经典[215],https://epg.112114.xyz/huya/11352965
港式警匪片[104],https://epg.112114.xyz/huya/16424416
港台电影[5],https://epg.112114.xyz/huya/880261
高分电影[141],https://epg.112114.xyz/huya/16615910
搞笑的一家人[84],https://epg.112114.xyz/huya/11342402
搞笑僵尸片[238],https://epg.112114.xyz/huya/11352963
葛二蛋[122],https://epg.112114.xyz/huya/11602072
关灯看大片[254],https://epg.112114.xyz/huya/16135863
官场大佬再创业[54],https://epg.112114.xyz/huya/11602086
国产青春爱情[239],https://epg.112114.xyz/huya/11602075
海贼王[173],https://epg.112114.xyz/huya/16739452
海贼王15[111],https://epg.112114.xyz/huya/17941367
好莱坞[130],https://epg.112114.xyz/huya/21059587
贺岁合家欢剧场[273],https://epg.112114.xyz/huya/11602067
黑帮斗争[117],https://epg.112114.xyz/huya/11342419
红海行动[72],https://epg.112114.xyz/huya/11601986
虎妈猫爸[257],https://epg.112114.xyz/huya/11601964
虎牙[102],https://epg.112114.xyz/huya/21059565
怀玉格格[191],https://epg.112114.xyz/huya/11352887
黄渤[256],https://epg.112114.xyz/huya/11352876
黄金配角廖启智[135],https://epg.112114.xyz/huya/21059562
火影忍者[121],https://epg.112114.xyz/huya/20236200
极品新娘[60],https://epg.112114.xyz/huya/11342426
极限挑战[14],https://epg.112114.xyz/huya/11352914
家有儿女[32],https://epg.112114.xyz/huya/11352872
杰森·斯坦森[69],https://epg.112114.xyz/huya/21059588
今晚80后脱口秀[183],https://epg.112114.xyz/huya/11352961
金庸的武侠世界[223],https://epg.112114.xyz/huya/11342435
金庸经典剧[12],https://epg.112114.xyz/huya/11602082
进来看看电影[186],https://epg.112114.xyz/huya/24376361
经典高智商犯罪片[86],https://epg.112114.xyz/huya/11352962
经典好剧[139],https://epg.112114.xyz/huya/11602085
经典好片[132],https://epg.112114.xyz/huya/11342427
经典喜剧片[154],https://epg.112114.xyz/huya/11352894
经典小影院[201],https://epg.112114.xyz/huya/23017124
经典影片[152],https://epg.112114.xyz/huya/15267139
精彩不断[140],https://epg.112114.xyz/huya/24396428
精忠岳飞南征北战[234],https://epg.112114.xyz/huya/11336578
警匪[100],https://epg.112114.xyz/huya/11352886
军事武器分析[123],https://epg.112114.xyz/huya/15824466
开心快乐就完事了[134],https://epg.112114.xyz/huya/11342388
看救援电影[272],https://epg.112114.xyz/huya/21059586
康熙王朝[56],https://epg.112114.xyz/huya/11352940
康熙微服私访[58],https://epg.112114.xyz/huya/11342418
科幻电影[68],https://epg.112114.xyz/huya/11602034
科幻动作电影[193],https://epg.112114.xyz/huya/16914870
科幻片[176],https://epg.112114.xyz/huya/17904870
科幻五分钟[10],https://epg.112114.xyz/huya/15152155
恐怖电影找力哥[41],https://epg.112114.xyz/huya/23419131
篮qiu火[274],https://epg.112114.xyz/huya/21059558
李连杰[65],https://epg.112114.xyz/huya/11342390
利箭特战队出击！[252],https://epg.112114.xyz/huya/11352973
林正英[178],https://epg.112114.xyz/huya/21388479
林正英[4],https://epg.112114.xyz/huya/11342421
林正英[93],https://epg.112114.xyz/huya/18441722
令狐冲&东方不败[249],https://epg.112114.xyz/huya/11601962
刘德华[49],https://epg.112114.xyz/huya/11342424
龙珠[27],https://epg.112114.xyz/huya/18632116
路飞[34],https://epg.112114.xyz/huya/16913382
骆驼祥子[187],https://epg.112114.xyz/huya/19450129
麻雀[79],https://epg.112114.xyz/huya/11352881
猫和老鼠[106],https://epg.112114.xyz/huya/11352879
美食纪录片[148],https://epg.112114.xyz/huya/11352955
芈月传[91],https://epg.112114.xyz/huya/11352975
命案十三宗[248],https://epg.112114.xyz/huya/11601981
魔法世界[227],https://epg.112114.xyz/huya/21059580
沫漾电影[182],https://epg.112114.xyz/huya/15556391
母亲为爱展开复仇[195],https://epg.112114.xyz/huya/16626185
娘子陪你看[206],https://epg.112114.xyz/huya/18964209
浓浓当年情[218],https://epg.112114.xyz/huya/11602065
女神系列[222],https://epg.112114.xyz/huya/11336571
欧美电影[211],https://epg.112114.xyz/huya/21059581
欧美电影[67],https://epg.112114.xyz/huya/11352880
欧美娱乐[6],https://epg.112114.xyz/huya/21059574
婆媳[255],https://epg.112114.xyz/huya/21059568
奇幻片[184],https://epg.112114.xyz/huya/16149609
倩女幽魂[87],https://epg.112114.xyz/huya/11601970
情深深雨濛濛[221],https://epg.112114.xyz/huya/11352885
庆余年[15],https://epg.112114.xyz/huya/11352960
权力的游戏[103],https://epg.112114.xyz/huya/17943364
让子弹飞[28],https://epg.112114.xyz/huya/11259843
三国鼎立[242],https://epg.112114.xyz/huya/11602077
神hua[169],https://epg.112114.xyz/huya/11352913
神貂侠侣[92],https://epg.112114.xyz/huya/11352964
神探狄仁杰[39],https://epg.112114.xyz/huya/11352958
神医喜来乐[127],https://epg.112114.xyz/huya/11601978
沈腾[9],https://epg.112114.xyz/huya/11601968
生活大爆炸[73],https://epg.112114.xyz/huya/11342417
史诗级战zheng电影[133],https://epg.112114.xyz/huya/21059556
士兵突击[45],https://epg.112114.xyz/huya/11342430
舒克和贝塔[229],https://epg.112114.xyz/huya/11352949
四驱兄弟[250],https://epg.112114.xyz/huya/11352922
搜神传[220],https://epg.112114.xyz/huya/11342437
速看[174],https://epg.112114.xyz/huya/16868935
速看美剧[177],https://epg.112114.xyz/huya/17204307
隋唐英雄[144],https://epg.112114.xyz/huya/11352899
孙悟空[240],https://epg.112114.xyz/huya/11342395
太空混战[241],https://epg.112114.xyz/huya/21059579
天雷滚滚[213],https://epg.112114.xyz/huya/11352945
天龙八部[226],https://epg.112114.xyz/huya/11602041
天龙八部[96],https://epg.112114.xyz/huya/11352912
铁齿铜牙纪晓岚[8],https://epg.112114.xyz/huya/11342396
吐槽大会[115],https://epg.112114.xyz/huya/11342422
歪果仁的动作片子[246],https://epg.112114.xyz/huya/21059552
网球王子[55],https://epg.112114.xyz/huya/11352882
文成公主进藏[228],https://epg.112114.xyz/huya/11352974
我de团长我的团[95],https://epg.112114.xyz/huya/11342416
我是大哥大[267],https://epg.112114.xyz/huya/23652317
五福星[77],https://epg.112114.xyz/huya/11282233
喜剧合家欢[259],https://epg.112114.xyz/huya/11352877
喜剧专场[217],https://epg.112114.xyz/huya/11602044
小川电影解说[128],https://epg.112114.xyz/huya/15870999
小鲤鱼[97],https://epg.112114.xyz/huya/11601961
小品[81],https://epg.112114.xyz/huya/11352938
笑傲帮[120],https://epg.112114.xyz/huya/11352908
笑傲江湖 喜剧脱口秀[179],https://epg.112114.xyz/huya/11352937
新三国[11],https://epg.112114.xyz/huya/11352944
新乌龙院之笑闹江湖[109],https://epg.112114.xyz/huya/15981239
秀cai遇着兵[42],https://epg.112114.xyz/huya/11352871
徐克[13],https://epg.112114.xyz/huya/11352909
徐峥[161],https://epg.112114.xyz/huya/11602043
许氏三杰[232],https://epg.112114.xyz/huya/11602033
悬疑片[266],https://epg.112114.xyz/huya/11602088
悬疑推理烧脑破案[126],https://epg.112114.xyz/huya/17445539
旋风球技[110],https://epg.112114.xyz/huya/11342400
杨门女将电影系列[224],https://epg.112114.xyz/huya/11336590
杨幂扮演王昭君出塞[90],https://epg.112114.xyz/huya/11352910
一口毒奶[150],https://epg.112114.xyz/huya/16144261
医馆笑传[131],https://epg.112114.xyz/huya/11352891
倚天屠龙记[25],https://epg.112114.xyz/huya/11342403
异形世界[165],https://epg.112114.xyz/huya/21059577
影片欣赏[160],https://epg.112114.xyz/huya/20695907
硬汉的直播间[212],https://epg.112114.xyz/huya/24614407
雍正王朝[36],https://epg.112114.xyz/huya/11342439
勇敢的心[138],https://epg.112114.xyz/huya/11602037
张卫健[235],https://epg.112114.xyz/huya/11342423
甄嬛传[265],https://epg.112114.xyz/huya/11601971
甄子丹[31],https://epg.112114.xyz/huya/11352935
止戈电影[64],https://epg.112114.xyz/huya/19863777
中国功夫[136],https://epg.112114.xyz/huya/11352941
中国西部刑侦大案纪实[236],https://epg.112114.xyz/huya/11601972
中国最后一个太监[192],https://epg.112114.xyz/huya/16604522
中华小当家[98],https://epg.112114.xyz/huya/11342413
周润发[83],https://epg.112114.xyz/huya/11342387
周星驰[1],https://epg.112114.xyz/huya/11342412
周星驰[119],https://epg.112114.xyz/huya/21136378
朱雀青龙[89],https://epg.112114.xyz/huya/11352905
赘婿[244],https://epg.112114.xyz/huya/21059564
捉妖记[207],https://epg.112114.xyz/huya/11342414
最佳搭档[251],https://epg.112114.xyz/huya/11342397
6分钟看惊悚恐怖片[168],https://epg.112114.xyz/huya/15494057
7分钟看完科幻[99],https://epg.112114.xyz/huya/17105786
da宋提刑官[243],https://epg.112114.xyz/huya/11279251
Han国高分动作片[137],https://epg.112114.xyz/huya/11352884
RM 刘在石李光洙跑男[114],https://epg.112114.xyz/huya/11336725
X档案[155],https://epg.112114.xyz/huya/20045465
Yes小哥的美食[88],https://epg.112114.xyz/huya/14363949

韩国歌团,#genre#	
韩国歌团001,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240095359203.mp4
韩国歌团002,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239978750464.mp4
韩国歌团003,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239858729476.mp4
