港澳台,#genre#
斗鱼电影7,http://epg.112114.xyz/douyu/7655471
斗鱼电影8,http://epg.112114.xyz/douyu/4290711
斗鱼电影9,http://epg.112114.xyz/douyu/6566671
斗鱼电影10,http://epg.112114.xyz/douyu/8475821
斗鱼电影11,http://epg.112114.xyz/douyu/338759
斗鱼电影12,http://epg.112114.xyz/douyu/2793084
斗鱼电影13,http://epg.112114.xyz/douyu/5067952
斗鱼电影14,http://epg.112114.xyz/douyu/413573
斗鱼电影15,http://epg.112114.xyz/douyu/5033502
斗鱼电影16,http://epg.112114.xyz/douyu/426517
斗鱼电影17,http://epg.112114.xyz/douyu/1274132
斗鱼电影18,http://epg.112114.xyz/douyu/7314294
斗鱼电影19,http://epg.112114.xyz/douyu/6582435
斗鱼电影20,http://epg.112114.xyz/douyu/323876
斗鱼4K,http://epg.112114.xyz/douyu/9249162
斗鱼电影HD2,http://epg.112114.xyz/douyu/10240553
斗鱼电影HD8,http://epg.112114.xyz/douyu/8663752
斗鱼电影HD12,http://epg.112114.xyz/douyu/2436390
斗鱼电影HD17,http://epg.112114.xyz/douyu/3637726
斗鱼电影HD18,http://epg.112114.xyz/douyu/9292492
斗鱼电影HD19,http://epg.112114.xyz/douyu/3637765rrt97
斗鱼电影HD20,http://epg.112114.xyz/douyu/10395991
斗鱼电影HD21,http://epg.112114.xyz/douyu/10395986
斗鱼电影HD23,http://epg.112114.xyz/douyu/ 6079455
斗鱼电影HD24,http://epg.112114.xyz/douyu/315131
斗鱼电影HD25,http://epg.112114.xyz/douyu/8945323
斗鱼电影HD27,http://epg.112114.xyz/douyu/248753
斗鱼电影HD32,http://epg.112114.xyz/douyu/10240510
斗鱼电影HD33,http://epg.112114.xyz/douyu/52787
斗鱼电影HD36,http://epg.112114.xyz/douyu/1735337
斗鱼电影HD38,http://epg.112114.xyz/douyu/6003761
斗鱼电影HD39,http://epg.112114.xyz/douyu/9683979
斗鱼电影HD40,http://epg.112114.xyz/douyu/1226741
斗鱼电影HD41,http://epg.112114.xyz/douyu/59612
斗鱼电影HD42,http://epg.112114.xyz/douyu/925724
斗鱼搞笑HD1,http://epg.112114.xyz/douyu/9220456
斗鱼搞笑HD2,http://epg.112114.xyz/douyu/9770949
斗鱼搞笑HD3,http://epg.112114.xyz/douyu/9067836
斗鱼搞笑HD4,http://epg.112114.xyz/douyu/9817729
斗鱼搞笑HD5,http://epg.112114.xyz/douyu/8737695

歌曲,#genre#
《可可托海的牧羊人><送亲><站着等你三千年><红,https://vdse.bdstatic.com//695c59600d85d94047f091d3dc8c35d0.mp4
ADELE-make you feel my love,http://em.21dtv.com/songs/60067940.mkv
ADELE-make you feel my love,http://em.21dtv.com/songs/60084745.mkv
AT17+林一峰-朦胧夜雨里,http://em.21dtv.com/songs/60029444.mkv
BEYOND-请将手放开,http://em.21dtv.com/songs/60035529.mkv
BEYOND-醒你,http://em.21dtv.com/songs/60051184.mkv
F.I.R-流浪者之歌,http://em.21dtv.com/songs/60027684.mkv
MATZKA-青苹果乐园,http://em.21dtv.com/songs/60064733.mkv
MTVBiggestPop,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
sheep张艺兴,https://vdse.bdstatic.com/971347deaddd6fdb5ada6e87e4722ece.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
SOLER-天才白痴梦,http://em.21dtv.com/songs/60041752.mkv
TWINS-恋爱大过天,http://em.21dtv.com/songs/60026998.mkv
阿杜,http://gg.gg/12z5z1
阿玛尼,https://vd4.bdstatic.com/mda-jaruiybqnct7j2wj/hd/mda-jaruiybqnct7j2wj.mp4?auth_key=1664428459-0-0-fb76399ee49685fc188bc140b53b0261&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2659711164&vid=2746150523963829298&abtest=all
阿牛,http://gg.gg/12z5z2
艾歌-一生中最爱的人,http://vodcdn.video.taobao.com/oss/ali-video/7506ddfc8f692a7cda1b2ef73531f78b/video.m3u8
爱火,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_8PE4gUo5KSp4gU.mp4
爱你一万年,https://vdse.bdstatic.com//c027668292bb1bdfdda8a0bc83845aa7.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-09-24T22%3A08%3A02Z%2F-1%2Fhost%2Fa8bfe62352101c98bdaee840cbbf7d37a5f40e65a0bc2c4cfa96aa163cbd4f10
爱上你是一个错,https://vd4.bdstatic.com/mda-mfefgpsuqv1bbi23/hd/cae_h264_delogo/1642577033245902540/mda-mfefgpsuqv1bbi23.mp4?auth_key=1664430713-0-0-5ae7883de05dffb8d5862276263f4c9b&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1313961442&vid=14432443026557720118&abtest=all
爱似水仙,https://vd3.bdstatic.com/mda-nhrigpyezdgyxj5c/hd/cae_h264/1661519924017206401/mda-nhrigpyezdgyxj5c.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1664429928-0-0-622f4c0599bc46c3dd04d2faf9e718f7&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0528751891&vid=9187442019949112744&abtest=all
爱我别走,https://vd4.bdstatic.com/mda-nmu358swautzfqt2/hd/cae_h264/1672326640576901239/mda-nmu358swautzfqt2.mp4?auth_key=1672941618-0-0-489dbf044916b656193b999279ce227e&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=0&logid=1818051941&vid=7734309860635794295&abtest=all
安东阳+樊桐舟-万水千山总是爱,http://em.21dtv.com/songs/60099201.mkv
把悲伤留给自己,https://vd3.bdstatic.com/mda-mi52chue21s3yv99/hd/cae_h264_nowatermark/1630893717121169008/mda-mi52chue21s3yv99.mp4?auth_key=1672942222-0-0-05afcae74b689f1fda9ca12d68d83ab8&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=0&logid=2422412211&vid=17720715407305705867&abtest=all
白冰+胡歌-美丽的神话,http://em.21dtv.com/songs/60029221.mkv
白冰+胡歌-美丽的神话,http://em.21dtv.com/songs/60113900.mkv
毕福剑+苏丹-走天涯,http://em.21dtv.com/songs/60079748.mkv
别哭我最爱的人,https://vdse.bdstatic.com//bc216e064a532ef52b47f9ed56b6fec7.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-12-31T20%3A07%3A35Z%2F-1%2Fhost%2F1c095d8034181a90ff151a9d10277b658a273ff896865991d024c04c07a4fd52
别想她,https://vd3.bdstatic.com/mda-mhgqshb22dnkjsgw/720p/h264/1629222023010981077/mda-mhgqshb22dnkjsgw.mp4?pd=19&vt=1
别知己,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9sG2-AUo4MTLmAQ.mp4
不仅仅是喜欢,https://vd3.bdstatic.com/mda-jhjswzf4u7tsujf1/hd/mda-jhjswzf4u7tsujf1.mp4?pd=19&vt=1
不染,https://vd3.bdstatic.com/mda-jmceuahfwxarnh7v/hd/mda-jmceuahfwxarnh7v.mp4?pd=20&playlist=%5B%22hd%22%2C%22sc%22%5D
不一样的美,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmfvL9QUolKvHtQE.mp4
蔡琴-今宵多珍重,http://em.21dtv.com/songs/60023921.mkv
蔡琴-绿岛小夜曲,http://em.21dtv.com/songs/60028153.mkv
蔡依琳,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1veR5wUosO_wxAM.mp4
草蜢-半点心,http://vodcdn.video.taobao.com/oss/ali-video/68fc953ff930412784dada5eb79d0821/1461058499/video.m3u8.m3u8
草蜢-宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
草蜢-失恋阵线联盟,http://vodcdn.video.taobao.com/oss/ali-video/bbae2fc164d9517913ed5a9117f8455b/video.m3u8
草蜢-忘情森巴舞,http://vodcdn.video.taobao.com/oss/ali-video/a30020a6cd9ce2a8b387e029f9c5365c/video.m3u8
草原情哥哥,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg26rA4gUou4uf7AU.mp4
侧田-迟钝(演唱会),http://em.21dtv.com/songs/60012780.mkv
侧田-千亿个夜晚,http://em.21dtv.com/songs/60034179.mkv
曾经拥有的那些年,http://em.21dtv.com/songs/60110036.mkv
常石磊-我爱你中国,http://em.21dtv.com/songs/60044657.mkv
陈百强-今宵多珍重,http://em.21dtv.com/songs/60023922.mkv
陈百强-南北一家亲,http://em.21dtv.com/songs/60031082.mkv
陈百强-念亲恩,http://em.21dtv.com/songs/60032661.mkv
陈百强-偏偏喜欢你,http://em.21dtv.com/songs/60033420.mkv
陈彼得+张行-一条路,http://em.21dtv.com/songs/60053734.mkv
陈楚生,http://gg.gg/12z5zc
陈楚生-想念,http://em.21dtv.com/songs/60049177.mkv
陈浩德-故乡的雨,http://em.21dtv.com/songs/60075574.mkv
陈慧娴-黎明不要来,http://em.21dtv.com/songs/60026831.mkv
陈慧娴-明日有明天,http://em.21dtv.com/songs/60030151.mkv
陈慧娴-让一切随风,http://em.21dtv.com/songs/60100587.mkv
陈洁灵-黎明不要来),http://em.21dtv.com/songs/60026832.mkv
陈柯宇生僻字,http://vd2.bdstatic.com/mda-jb28qp6tauzkzpy9/hd/mda-jb28qp6tauzkzpy9.mp4
陈雷-故乡的月,http://em.21dtv.com/songs/60019098.mkv
陈诗莉-世界都知道,http://em.21dtv.com/songs/60077633.mkv
陈淑桦+李宗盛-你走你的路,http://em.21dtv.com/songs/60032576.mkv
陈小春,http://gg.gg/12z5z4
陈一郎-情海一条龙,http://em.21dtv.com/songs/60095966.mkv
陈奕迅二,http://gg.gg/12z64a
陈奕迅-马利奥派对,http://em.21dtv.com/songs/60028368.mkv
陈奕迅-玛利奥派对,http://em.21dtv.com/songs/60028396.mkv
陈奕迅-每一个明天,http://em.21dtv.com/songs/60029081.mkv
陈奕迅三,http://gg.gg/12z64e
陈奕迅四,http://gg.gg/12z64h
陈奕迅一,http://gg.gg/12z648
成都,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgx5ei5wUoqOfenwE.mp4
成龙+金喜善-美丽的神话(hd剧情),http://em.21dtv.com/songs/60029219.mkv
成龙+金喜善-美丽的神话,http://em.21dtv.com/songs/60029222.mkv
闯天涯,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsZ-V4gUo8dCz8wE.mp4
崔健-不是我不明白,http://em.21dtv.com/songs/60011382.mkv
崔健-新长征路上的摇滚,http://em.21dtv.com/songs/60050989.mkv
崔萍-今宵多珍重,http://em.21dtv.com/songs/60023923.mkv
达明一派-每日一禁果),http://em.21dtv.com/songs/60029045.mkv
达明一派-你还爱我吗,http://em.21dtv.com/songs/60031731.mkv
大风吹,http://vdown2.kuwo.cn/resource//t5/0/eTNBMFltlx07LI3bUVOg01041201VIsY0E010.mp4
大田后生仔,https://vdse.bdstatic.com/1f5b8de1e52e8ebe8d5493d29bf29981.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
当你老了,http://em.21dtv.com/songs/60139237.mkv
当我想你的时候,http://em.21dtv.com/songs/60139299.mkv
刀郎-沙枣花儿香,http://em.21dtv.com/songs/60037482.mkv
盗将行,https://vdse.bdstatic.com//8355cbc6c2fe19c5ad280869218430f5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A03%3A13Z%2F-1%2Fhost
稻草人,https://vd3.bdstatic.com/mda-mgtd363ib3sdwekt/hd/cae_h264/1627464909372981506/mda-mgtd363ib3sdwekt.mp4?auth_key=1672940102-0-0-4183350785a954b24652c04404cee9d2&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=0&logid=0302166909&vid=6963379075733852744&abtest=all
等待,http://em.21dtv.com/songs/60100037.mkv
等到山花开,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggcOv5wUo4pShggc.mp4
邓智乐-雨中即景),http://em.21dtv.com/songs/60055752.mkv
董事长乐团-刺字,http://em.21dtv.com/songs/60013471.mkv
动力火车+迪克牛仔-一样的月光,http://em.21dtv.com/songs/60053816.mkv
动力火车二,http://gg.gg/12z5xg
动力火车-热情的沙漠,http://em.21dtv.com/songs/60036260.mkv
动力火车三,http://gg.gg/12z5xi
动力火车一,http://gg.gg/12z5wy
杜德伟二,http://gg.gg/12z64n
杜德伟六,http://gg.gg/12z64u
杜德伟三,http://gg.gg/12z64o
杜德伟四,http://gg.gg/12z64q
杜德伟五,http://gg.gg/12z64s
杜德伟一,http://gg.gg/12z64l
对你说,https://vd2.bdstatic.com/mda-nhki15gjcpqcf7ru/hd/cae_h264/1661086341177409824/mda-nhki15gjcpqcf7ru.mp4?auth_key=1664429794-0-0-f9e61d2344e33c675554c094bb7c2c5b&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0394912092&vid=9992725026798455099&abtest=all
樊奕敏-热情的沙漠(演唱会),http://em.21dtv.com/songs/60064791.mkv
方伊琪-默默祝福你,http://em.21dtv.com/songs/60076754.mkv
费翔-故乡的云,http://em.21dtv.com/songs/60019102.mkv
费翔-故乡的云,http://em.21dtv.com/songs/60019104.mkv
风筝误,https://vdse.bdstatic.com/c331feb0b4730b05d03793ffc024e62a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
凤凰传奇-策马奔腾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042013&response=res&format=mp4&type=convert_url
凤凰传奇-歌唱二小放牛郎,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url
凤凰传奇-华夏传说,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url
凤凰传奇-御龙归字谣,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
凤凰传奇-月亮之上,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_7084968&response=res&format=mp4&type=convert_url
凤凰传奇-自由自在,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042025&response=res&format=mp4&type=convert_url
芙蓉雨,https://vdse.bdstatic.com//85593e1127a1389dc49e9b0491814df2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A58%3A05Z%2F-1%2Fhost
浮诛张杰,https://vdse.bdstatic.com/1c2dc5580507bc1b0ef507c63b3fc461.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
父亲的散文诗,https://vd2.bdstatic.com/mda-idqyre7cgmgsz6r0/576p/cae_h264/1655087337394623707/mda-idqyre7cgmgsz6r0.mp4?auth_key=1664430806-0-0-f4b0d060e274927936b786a21a930f82&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1406916827&vid=4755661049025755636&abtest=all
改变自己,http://em.21dtv.com/songs/60139294.mkv
盖鸣晖-逝去的诺言,http://em.21dtv.com/songs/60083809.mkv
高向鹏-老兄行酒楼,http://em.21dtv.com/songs/60026442.mkv
歌在飞,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl4XG4gUo2IDXsAM.mp4
公虾米,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnMOv5wUouMCstQQ.mp4
龚月-念亲恩,http://em.21dtv.com/songs/60032662.mkv
孤芳自赏,https://vdse.bdstatic.com//650fda26067e619a8632b173052b3a08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A59Z%2F-1%2Fhost
孤芳自赏,https://vdse.bdstatic.com//650fda26067e619a8632b173052b3a08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A59Z%2F-1%2Fhost
孤勇者,https://vd2.bdstatic.com/mda-mk8f3qa9t44xqvgy/hd/cae_h264/1636456160765631898/mda-mk8f3qa9t44xqvgy.mp4?auth_key=1664430421-0-0-96c43af1f5d9ef0244eee515fdb625f0&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1020999612&vid=10402904021655827036&abtest=all
古巨基+侧田-年年有今日,http://em.21dtv.com/songs/60032631.mkv
古巨基+李泉-热情的沙漠,http://em.21dtv.com/songs/60098177.mkv
古巨基-年年有今日,http://em.21dtv.com/songs/60032632.mkv
关淑怡-恋一世的爱,http://em.21dtv.com/songs/60027152.mkv
关淑怡-梦伴,http://em.21dtv.com/songs/60029476.mkv
关淑怡-缱绻星光下,http://em.21dtv.com/songs/60034339.mkv
关淑怡-缱绻星光下,http://em.21dtv.com/songs/60034341.mkv
光良+曹格-少年,http://em.21dtv.com/songs/60038120.mkv
光良-第一次,http://vodcdn.video.taobao.com/oss/ali-video/fe68ff471420aaefcb3a7f4f413ad3f4/video.m3u8
光良-童话,http://vodcdn.video.taobao.com/oss/ali-video/e2c54a5b89aaa794cfc186c41d2ef348/video.m3u8
光明,http://em.21dtv.com/songs/60139117.mkv
广东爱情故事,https://vd4.bdstatic.com/mda-ja4f9b7x55fm956u/576p/cae_h264/1652483815797333460/mda-ja4f9b7x55fm956u.mp4?auth_key=1664423441-0-0-542ef48423ba4b82501b82ff1e59cc3d&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1241431744&vid=4870986233769463162&abtest=all
广东爱情故事,https://vd4.bdstatic.com/mda-ja4f9b7x55fm956u/576p/cae_h264/1652483815797333460/mda-ja4f9b7x55fm956u.mp4?auth_key=1664423441-0-0-542ef48423ba4b82501b82ff1e59cc3d&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1241431744&vid=4870986233769463162&abtest=all
郭富城-梦伴,http://em.21dtv.com/songs/60029477.mkv
郭富城-木偶袭地球,http://em.21dtv.com/songs/60030576.mkv
郭富城-时光,http://em.21dtv.com/songs/60039095.mkv
黑龙-请别离开我,http://em.21dtv.com/songs/60035501.mkv
后来,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9_qv4gUo4vCgPQ.mp4
胡美仪-蔓莉蔓莉我爱你,http://em.21dtv.com/songs/60028554.mkv
胡杨林-香水有毒,http://vodcdn.video.taobao.com/oss/ali-video/180f9fcdb9e2b24d3b13a526fb90003e/video.m3u8
华晨宇-亲爱的小孩,http://em.21dtv.com/songs/60105668.mkv
荒山亮-时间的眼泪,http://em.21dtv.com/songs/60039130.mkv
黄贯中-请将手放开,http://em.21dtv.com/songs/60035527.mkv
黄贯中-醒你,http://em.21dtv.com/songs/60051182.mkv
黄昏,https://vd3.bdstatic.com/mda-ikkdgmdaqp0yx49u/hd/mda-ikkdgmdaqp0yx49u.mp4?auth_key=1664431928-0-0-cf3b70cfc85a66e74c92674d4aa0338c&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2528865144&vid=11099538410299894261&abtest=all
黄家强-醒你,http://em.21dtv.com/songs/60051183.mkv
黄凯芹-每一个晚上,http://em.21dtv.com/songs/60029087.mkv
黄凯芹-你留我在此,http://em.21dtv.com/songs/60031902.mkv
黄凯芹-若生命等候,http://em.21dtv.com/songs/60037108.mkv
黄凯芹-伤感的恋人,http://vodcdn.video.taobao.com/oss/ali-video/71b50ed488178715c6144a55b11e8d03/video.m3u8
黄凯芹-深秋立楼头,http://em.21dtv.com/songs/60129834.mkv
黄凯芹-相爱很难,http://vodcdn.video.taobao.com/oss/ali-video/11b6273898b6a1b1da34e646264cd036/video.m3u8
黄凯芹-雨中的恋人们,http://vodcdn.video.taobao.com/oss/ali-video/75a2bc3f02719748be65b567afb8e0de/video.m3u8
黄品源+任贤齐-浪花一朵朵,http://em.21dtv.com/songs/60026219.mkv
黄琦珊-一样的月光,http://em.21dtv.com/songs/60053818.mkv
黄小琥-没那么简单,http://em.21dtv.com/songs/60028730.mkv
黄小琥-突然的自我,http://em.21dtv.com/songs/60042926.mkv
黄晓明-你在我心上,http://em.21dtv.com/songs/60032476.mkv
黄耀明+容祖儿-你还爱我吗,http://em.21dtv.com/songs/60031732.mkv
黄宗泽-全角度爱你,http://em.21dtv.com/songs/60035881.mkv
回心转意,https://vdse.bdstatic.com//f4a453f98f388a94c634cf342ffd9e6c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-09-24T15%3A27%3A47Z%2F-1%2Fhost%2F3ed5de050250a47eaacdea19f052b6698c3d5f577b735cd6dddb12261fdb5f05
火柴天堂,https://vd2.bdstatic.com/mda-jduxuib0kwbm9x8w/hd/mda-jduxuib0kwbm9x8w.mp4?auth_key=1664422269-0-0-38f6ba2c1e9ad113b39da95e5d669a5e&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0069330298&vid=11268598894582621643&abtest=all
火柴天堂,https://vd2.bdstatic.com/mda-jduxuib0kwbm9x8w/hd/mda-jduxuib0kwbm9x8w.mp4?auth_key=1664422269-0-0-38f6ba2c1e9ad113b39da95e5d669a5e&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0069330298&vid=11268598894582621643&abtest=all
火红的萨日朗,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnaLV4gUop5aBpQY.mp4
火火的爱,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzsXE4gUorZf38wc.mp4
火辣辣的情歌,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsaTA4gUohOr5ngc.mp4
霍尊-美丽的神话,http://em.21dtv.com/songs/60111516.mkv
寂寞在唱歌,https://vd3.bdstatic.com//mda-kmrbriis0rxswbh7/mda-kmrbriis0rxswbh7.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2023-01-01T17%3A36%3A06Z%2F-1%2Fhost%2F48935b1d73278da9f5adf5671aba331d86ccb3c97871069f78c55a386755488a&pd=19&vt=1
家常饭菜,http://em.21dtv.com/songs/60100030.mkv
甲子蕙+林美-情比姐妹深,http://em.21dtv.com/songs/60034926.mkv
江映蓉-如果没有你,http://em.21dtv.com/songs/60036822.mkv
姜育恒-梅兰梅兰我爱你,http://em.21dtv.com/songs/60028995.mkv
讲真的,https://vdse.bdstatic.com//9145a29aecbbf594c5b21ab1e6b14d20.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A46%3A15Z%2F-1%2Fhost
姐姐妹妹站起来,http://em.21dtv.com/songs/60139261.mkv
金志文-没那么简单,http://em.21dtv.com/songs/60070909.mkv
九九+苏梦玫-青苹果乐园,http://em.21dtv.com/songs/60081540.mkv
玖月奇迹-康定情歌,http://em.21dtv.com/songs/60083215.mkv
就算没有如果张杰,https://vdse.bdstatic.com//b362a1c2ecbc60b18d3dc06cdc97f142.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A58%3A51Z%2F-
可可托海的牧羊人,https://vd4.bdstatic.com/mda-kki9726f7u4b4r9d/hd/mda-kki9726f7u4b4r9d.mp4?playlist=%5B%22hd%22%5D&auth_key=1610981863-0-0-947599e9ecb8e96cceddf0833f392fc9&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
可可托海牧羊人,https://vd4.bdstatic.com/mda-mf9c1b0fsx2uq1pe/hd/cae_h264_nowatermark/1623314428736716110/mda-mf9c1b0fsx2uq1pe.mp4?auth_key=1664430100-0-0-721d620ae5e2d8cca658c04cb12b9e57&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0700679767&vid=17949004530442017112&abtest=all
筷子兄弟小苹果,http://vd1.bdstatic.com/mda-hc2rwgemn6yrnvw2/mda-hc2rwgemn6yrnvw2.mp4
狂狼,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsK2M5gUosN7C7QQ.mp4
狂流,http://em.21dtv.com/songs/60139225.mkv
兰花指,https://vd2.bdstatic.com/mda-mb8pvb8yptprys0m/hd/mda-mb8pvb8yptprys0m.mp4?auth_key=1664426516-0-0-fa253ec7099b979c3da86c5069a98498&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0716217924&vid=12045598342503079409&abtest=all
蓝眼泪,https://vd3.bdstatic.com/mda-mhe93m9vef5gv1bf/720p/h264/1629008789548440624/mda-mhe93m9vef5gv1bf.mp4?pd=19&vt=1
老猫-都说,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghPbQ7AUohPLwrAM.mp4
雷安娜-今宵多珍重,http://em.21dtv.com/songs/60023924.mkv
雷有辉+邓建明-曙光,http://em.21dtv.com/songs/60039780.mkv
离不开你,https://vd3.bdstatic.com/mda-kie957drtt22k4st/hd/mda-kie957drtt22k4st.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
离不开你-黄绮珊,https://vd4.bdstatic.com/mda-nic8n9nyn569zru2/576p/h264/1663049399938842325/mda-nic8n9nyn569zru2.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1664422955-0-0-6406e52bd5da842890c065160d162f02&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0755845131&vid=2082793881906919262&abtest=all
离不开你-黄绮珊,https://vd4.bdstatic.com/mda-nic8n9nyn569zru2/576p/h264/1663049399938842325/mda-nic8n9nyn569zru2.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1664422955-0-0-6406e52bd5da842890c065160d162f02&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0755845131&vid=2082793881906919262&abtest=all
李干慧-故乡的月,http://em.21dtv.com/songs/60019099.mkv
李家发+伍婉琛-片片枫叶情,http://em.21dtv.com/songs/60033435.mkv
李克勤+梁荣忠-恋爱大过天,http://em.21dtv.com/songs/60026999.mkv
李克勤-缱绻星光下,http://em.21dtv.com/songs/60034340.mkv
李克勤-球迷奇遇记,http://em.21dtv.com/songs/60035810.mkv
李克勤-三千零一夜,http://em.21dtv.com/songs/60037285.mkv
李丽蕊-念亲恩,http://em.21dtv.com/songs/60083552.mkv
李丽珍-纯真,http://em.21dtv.com/songs/60013404.mkv
李利依-青青小河边,http://em.21dtv.com/songs/60064734.mkv
李炜+江映蓉-亲爱的小孩,http://em.21dtv.com/songs/60098474.mkv
李玟-你在我心上,http://em.21dtv.com/songs/60032475.mkv
李心洁-像你,http://em.21dtv.com/songs/60049391.mkv
李翊君-多情人都把灵魂给了谁,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/o1koj80kDcERprb8epC%40%40hd.m3u8
李翊君-诺言,http://vodcdn.video.taobao.com/oss/ali-video/b8096cd4762369bbcb4ceb52cc25a938/video.m3u8
李宇春-零点五英里,http://em.21dtv.com/songs/60027451.mkv
李玉刚-清明上河图,http://em.21dtv.com/songs/60034888.mkv
李治廷-奇迹等不到,http://em.21dtv.com/songs/60066224.mkv
李宗盛二,http://gg.gg/12z5yk
李宗盛-鬼迷心窍,http://em.21dtv.com/songs/60019400.mkv
李宗盛三,http://gg.gg/12z5yl
李宗盛一,http://gg.gg/12z5yi
恋人心,https://vdse.bdstatic.com//e179fea2ba171a7268188a055702229d.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A18%3A42Z%2F-1%2Fhost
凉凉张碧晨杨宗纬,https://vdse.bdstatic.com//56bc61cb4f9d080708a7e74647a1c2b2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A48%3A39Z%2F-
